query,run_a,run_b,program_a,program_b,gene_jaccard,name_similarity,combined_similarity,overlap_count,genes_a_count,genes_b_count,is_match
0_Gliosis,20251126_125238,20251126_135814,Apoptosis Evasion and Drug Resistance,Immune Evasion and Checkpoint Activation,0.0,0.25,0.075,0,2,7,False
0_Gliosis,20251126_125238,20251126_135814,Apoptosis Evasion and Drug Resistance,Extracellular Matrix Proteolysis,0.0,0.0,0.0,0,2,7,False
0_Gliosis,20251126_125238,20251126_135814,Apoptosis Evasion and Drug Resistance,Glioma Stem Cell Maintenance,0.2857142857142857,0.0,0.19999999999999998,2,2,7,False
0_Gliosis,20251126_125238,20251126_135814,Apoptosis Evasion and Drug Resistance,Hypoxia Adaptation and Response,0.0,0.125,0.0375,0,2,2,False
0_Gliosis,20251126_125238,20251126_135814,Apoptosis Evasion and Drug Resistance,Macrophage/Microglia Reprogramming,0.0,0.0,0.0,0,2,11,False
0_Gliosis,20251126_125238,20251126_135814,Apoptosis Evasion and Drug Resistance,Apoptosis Resistance and Survival Signaling,0.3333333333333333,0.42857142857142855,0.36190476190476184,2,2,6,True
0_Gliosis,20251126_125238,20251126_135814,Apoptosis Evasion and Drug Resistance,Growth Factor and Receptor Signaling,0.0,0.1111111111111111,0.03333333333333333,0,2,4,False
0_Gliosis,20251126_125238,20251126_135814,Apoptosis Evasion and Drug Resistance,Transcriptional Master Regulation,0.0,0.0,0.0,0,2,4,False
0_Gliosis,20251126_125238,20251126_135814,Apoptosis Evasion and Drug Resistance,Inflammatory Lipid Mediator Signaling,0.0,0.0,0.0,0,2,1,False
0_Gliosis,20251126_125238,20251126_135814,Apoptosis Evasion and Drug Resistance,Cellularity and Structural Organization,0.0,0.125,0.0375,0,2,4,False
0_Gliosis,20251126_125238,20251126_135814,Apoptosis Evasion and Drug Resistance,Metabolic Adaptation and Nutrient Sensing,0.0,0.1111111111111111,0.03333333333333333,0,2,6,False
0_Gliosis,20251126_125238,20251126_135814,Apoptosis Evasion and Drug Resistance,DNA Damage Response and Genomic Stability,0.0,0.1,0.03,0,2,3,False
0_Gliosis,20251126_125238,20251126_135814,Innate Immune Pattern Recognition,EMT-Driven Invasion Program,0.0,0.0,0.0,0,4,15,False
0_Gliosis,20251126_125238,20251126_135814,Innate Immune Pattern Recognition,Pro-Inflammatory Cytokine Signaling,0.0,0.0,0.0,0,4,7,False
0_Gliosis,20251126_125238,20251126_135814,Innate Immune Pattern Recognition,Angiogenesis and Vascular Signaling,0.0,0.0,0.0,0,4,5,False
0_Gliosis,20251126_125238,20251126_135814,Innate Immune Pattern Recognition,Immune Evasion and Checkpoint Activation,0.1,0.125,0.10749999999999998,1,4,7,False
0_Gliosis,20251126_125238,20251126_135814,Innate Immune Pattern Recognition,Extracellular Matrix Proteolysis,0.0,0.0,0.0,0,4,7,False
0_Gliosis,20251126_125238,20251126_135814,Innate Immune Pattern Recognition,Glioma Stem Cell Maintenance,0.0,0.0,0.0,0,4,7,False
0_Gliosis,20251126_125238,20251126_135814,Innate Immune Pattern Recognition,Hypoxia Adaptation and Response,0.0,0.0,0.0,0,4,2,False
0_Gliosis,20251126_125238,20251126_135814,Innate Immune Pattern Recognition,Macrophage/Microglia Reprogramming,0.15384615384615385,0.0,0.1076923076923077,2,4,11,False
0_Gliosis,20251126_125238,20251126_135814,Innate Immune Pattern Recognition,Apoptosis Resistance and Survival Signaling,0.0,0.0,0.0,0,4,6,False
0_Gliosis,20251126_125238,20251126_135814,Innate Immune Pattern Recognition,Growth Factor and Receptor Signaling,0.0,0.0,0.0,0,4,4,False
0_Gliosis,20251126_125238,20251126_135814,Innate Immune Pattern Recognition,Transcriptional Master Regulation,0.0,0.0,0.0,0,4,4,False
0_Gliosis,20251126_125238,20251126_135814,Innate Immune Pattern Recognition,Inflammatory Lipid Mediator Signaling,0.0,0.0,0.0,0,4,1,False
0_Gliosis,20251126_125238,20251126_135814,Innate Immune Pattern Recognition,Cellularity and Structural Organization,0.0,0.0,0.0,0,4,4,False
0_Gliosis,20251126_125238,20251126_135814,Innate Immune Pattern Recognition,Metabolic Adaptation and Nutrient Sensing,0.0,0.0,0.0,0,4,6,False
0_Gliosis,20251126_125238,20251126_135814,Innate Immune Pattern Recognition,DNA Damage Response and Genomic Stability,0.0,0.0,0.0,0,4,3,False
0_Gliosis,20251126_125238,20251126_135814,Extracellular Matrix Composition and Immunomodulation,EMT-Driven Invasion Program,0.047619047619047616,0.0,0.033333333333333326,1,7,15,False
0_Gliosis,20251126_125238,20251126_135814,Extracellular Matrix Composition and Immunomodulation,Pro-Inflammatory Cytokine Signaling,0.0,0.0,0.0,0,7,7,False
0_Gliosis,20251126_125238,20251126_135814,Extracellular Matrix Composition and Immunomodulation,Angiogenesis and Vascular Signaling,0.0,0.125,0.0375,0,7,5,False
0_Gliosis,20251126_125238,20251126_135814,Extracellular Matrix Composition and Immunomodulation,Immune Evasion and Checkpoint Activation,0.0,0.1111111111111111,0.03333333333333333,0,7,7,False
0_Gliosis,20251126_125238,20251126_135814,Extracellular Matrix Composition and Immunomodulation,Extracellular Matrix Proteolysis,0.0,0.3333333333333333,0.09999999999999999,0,7,7,False
0_Gliosis,20251126_125238,20251126_135814,Extracellular Matrix Composition and Immunomodulation,Glioma Stem Cell Maintenance,0.0,0.0,0.0,0,7,7,False
0_Gliosis,20251126_125238,20251126_135814,Extracellular Matrix Composition and Immunomodulation,Hypoxia Adaptation and Response,0.0,0.125,0.0375,0,7,2,False
0_Gliosis,20251126_125238,20251126_135814,Extracellular Matrix Composition and Immunomodulation,Macrophage/Microglia Reprogramming,0.0,0.0,0.0,0,7,11,False
0_Gliosis,20251126_125238,20251126_135814,Extracellular Matrix Composition and Immunomodulation,Apoptosis Resistance and Survival Signaling,0.0,0.1111111111111111,0.03333333333333333,0,7,6,False
0_Gliosis,20251126_125238,20251126_135814,Extracellular Matrix Composition and Immunomodulation,Growth Factor and Receptor Signaling,0.1,0.1111111111111111,0.10333333333333333,1,7,4,False
0_Gliosis,20251126_125238,20251126_135814,Extracellular Matrix Composition and Immunomodulation,Transcriptional Master Regulation,0.0,0.0,0.0,0,7,4,False
0_Gliosis,20251126_125238,20251126_135814,Extracellular Matrix Composition and Immunomodulation,Inflammatory Lipid Mediator Signaling,0.0,0.0,0.0,0,7,1,False
0_Gliosis,20251126_125238,20251126_135814,Extracellular Matrix Composition and Immunomodulation,Cellularity and Structural Organization,0.0,0.125,0.0375,0,7,4,False
0_Gliosis,20251126_125238,20251126_135814,Extracellular Matrix Composition and Immunomodulation,Metabolic Adaptation and Nutrient Sensing,0.0,0.1111111111111111,0.03333333333333333,0,7,6,False
0_Gliosis,20251126_125238,20251126_135814,Extracellular Matrix Composition and Immunomodulation,DNA Damage Response and Genomic Stability,0.0,0.1,0.03,0,7,3,False
0_Gliosis,20251126_125238,20251126_135814,Stemness Maintenance and Self-Renewal,EMT-Driven Invasion Program,0.0,0.0,0.0,0,3,15,False
0_Gliosis,20251126_125238,20251126_135814,Stemness Maintenance and Self-Renewal,Pro-Inflammatory Cytokine Signaling,0.0,0.0,0.0,0,3,7,False
0_Gliosis,20251126_125238,20251126_135814,Stemness Maintenance and Self-Renewal,Angiogenesis and Vascular Signaling,0.0,0.14285714285714285,0.04285714285714285,0,3,5,False
0_Gliosis,20251126_125238,20251126_135814,Stemness Maintenance and Self-Renewal,Immune Evasion and Checkpoint Activation,0.0,0.125,0.0375,0,3,7,False
0_Gliosis,20251126_125238,20251126_135814,Stemness Maintenance and Self-Renewal,Extracellular Matrix Proteolysis,0.0,0.0,0.0,0,3,7,False
0_Gliosis,20251126_125238,20251126_135814,Stemness Maintenance and Self-Renewal,Glioma Stem Cell Maintenance,0.25,0.14285714285714285,0.21785714285714283,2,3,7,False
0_Gliosis,20251126_125238,20251126_135814,Stemness Maintenance and Self-Renewal,Hypoxia Adaptation and Response,0.0,0.14285714285714285,0.04285714285714285,0,3,2,False
0_Gliosis,20251126_125238,20251126_135814,Stemness Maintenance and Self-Renewal,Macrophage/Microglia Reprogramming,0.0,0.0,0.0,0,3,11,False
0_Gliosis,20251126_125238,20251126_135814,Stemness Maintenance and Self-Renewal,Apoptosis Resistance and Survival Signaling,0.0,0.125,0.0375,0,3,6,False
0_Gliosis,20251126_125238,20251126_135814,Stemness Maintenance and Self-Renewal,Growth Factor and Receptor Signaling,0.0,0.125,0.0375,0,3,4,False
0_Gliosis,20251126_125238,20251126_135814,Stemness Maintenance and Self-Renewal,Transcriptional Master Regulation,0.0,0.0,0.0,0,3,4,False
0_Gliosis,20251126_125238,20251126_135814,Stemness Maintenance and Self-Renewal,Inflammatory Lipid Mediator Signaling,0.0,0.0,0.0,0,3,1,False
0_Gliosis,20251126_125238,20251126_135814,Stemness Maintenance and Self-Renewal,Cellularity and Structural Organization,0.0,0.14285714285714285,0.04285714285714285,0,3,4,False
0_Gliosis,20251126_125238,20251126_135814,Stemness Maintenance and Self-Renewal,Metabolic Adaptation and Nutrient Sensing,0.0,0.125,0.0375,0,3,6,False
0_Gliosis,20251126_125238,20251126_135814,Stemness Maintenance and Self-Renewal,DNA Damage Response and Genomic Stability,0.0,0.1111111111111111,0.03333333333333333,0,3,3,False
0_Gliosis,20251126_125238,20251126_135814,Immune Checkpoint and T Cell Suppression,EMT-Driven Invasion Program,0.0,0.0,0.0,0,4,15,False
0_Gliosis,20251126_125238,20251126_135814,Immune Checkpoint and T Cell Suppression,Pro-Inflammatory Cytokine Signaling,0.1,0.0,0.06999999999999999,1,4,7,False
0_Gliosis,20251126_125238,20251126_135814,Immune Checkpoint and T Cell Suppression,Angiogenesis and Vascular Signaling,0.0,0.1111111111111111,0.03333333333333333,0,4,5,False
0_Gliosis,20251126_125238,20251126_135814,Immune Checkpoint and T Cell Suppression,Immune Evasion and Checkpoint Activation,0.1,0.375,0.1825,1,4,7,False
0_Gliosis,20251126_125238,20251126_135814,Immune Checkpoint and T Cell Suppression,Extracellular Matrix Proteolysis,0.2222222222222222,0.0,0.15555555555555553,2,4,7,False
0_Gliosis,20251126_125238,20251126_135814,Immune Checkpoint and T Cell Suppression,Glioma Stem Cell Maintenance,0.1,0.1111111111111111,0.10333333333333333,1,4,7,False
0_Gliosis,20251126_125238,20251126_135814,Immune Checkpoint and T Cell Suppression,Hypoxia Adaptation and Response,0.0,0.1111111111111111,0.03333333333333333,0,4,2,False
0_Gliosis,20251126_125238,20251126_135814,Immune Checkpoint and T Cell Suppression,Macrophage/Microglia Reprogramming,0.15384615384615385,0.0,0.1076923076923077,2,4,11,False
0_Gliosis,20251126_125238,20251126_135814,Immune Checkpoint and T Cell Suppression,Apoptosis Resistance and Survival Signaling,0.0,0.1,0.03,0,4,6,False
0_Gliosis,20251126_125238,20251126_135814,Immune Checkpoint and T Cell Suppression,Growth Factor and Receptor Signaling,0.0,0.1,0.03,0,4,4,False
0_Gliosis,20251126_125238,20251126_135814,Immune Checkpoint and T Cell Suppression,Transcriptional Master Regulation,0.0,0.0,0.0,0,4,4,False
0_Gliosis,20251126_125238,20251126_135814,Immune Checkpoint and T Cell Suppression,Inflammatory Lipid Mediator Signaling,0.0,0.0,0.0,0,4,1,False
0_Gliosis,20251126_125238,20251126_135814,Immune Checkpoint and T Cell Suppression,Cellularity and Structural Organization,0.0,0.1111111111111111,0.03333333333333333,0,4,4,False
0_Gliosis,20251126_125238,20251126_135814,Immune Checkpoint and T Cell Suppression,Metabolic Adaptation and Nutrient Sensing,0.0,0.1,0.03,0,4,6,False
0_Gliosis,20251126_125238,20251126_135814,Immune Checkpoint and T Cell Suppression,DNA Damage Response and Genomic Stability,0.0,0.09090909090909091,0.02727272727272727,0,4,3,False
0_Gliosis,20251126_125238,20251126_135814,mRNA-Based Mesenchymal Signaling,EMT-Driven Invasion Program,0.06666666666666667,0.0,0.04666666666666666,1,1,15,False
0_Gliosis,20251126_125238,20251126_135814,mRNA-Based Mesenchymal Signaling,Pro-Inflammatory Cytokine Signaling,0.0,0.2,0.06,0,1,7,False
0_Gliosis,20251126_125238,20251126_135814,mRNA-Based Mesenchymal Signaling,Angiogenesis and Vascular Signaling,0.0,0.16666666666666666,0.049999999999999996,0,1,5,False
0_Gliosis,20251126_125238,20251126_135814,mRNA-Based Mesenchymal Signaling,Immune Evasion and Checkpoint Activation,0.0,0.0,0.0,0,1,7,False
0_Gliosis,20251126_125238,20251126_135814,mRNA-Based Mesenchymal Signaling,Extracellular Matrix Proteolysis,0.14285714285714285,0.0,0.09999999999999999,1,1,7,False
