query,run_a,run_b,program_a,program_b,gene_jaccard,name_similarity,combined_similarity,overlap_count,genes_a_count,genes_b_count,is_match
Cluster_0,20251216_203354,20251216_214706,Glutamate Signaling and Neurotransmitter Homeostasis,Growth Factor Signaling and Metabolic Adaptation,0.0,0.2222222222222222,0.06666666666666667,0,6,7,False
Cluster_0,20251216_203354,20251216_214706,Aquaporin-Mediated Water Transport and Edema Regulation,Ion Homeostasis and Intracellular Calcium Regulation,0.25,0.2,0.235,2,2,8,False
Cluster_0,20251216_203354,20251216_214706,Aquaporin-Mediated Water Transport and Edema Regulation,Glutamate Metabolism and Synaptic Homeostasis,0.0,0.1,0.03,0,2,9,False
Cluster_0,20251216_203354,20251216_214706,Aquaporin-Mediated Water Transport and Edema Regulation,Cytoskeletal Dynamics and Process Motility,0.0,0.1,0.03,0,2,11,False
Cluster_0,20251216_203354,20251216_214706,Aquaporin-Mediated Water Transport and Edema Regulation,Cell Adhesion and Extracellular Matrix Interactions,0.0,0.09090909090909091,0.02727272727272727,0,2,10,False
Cluster_0,20251216_203354,20251216_214706,Aquaporin-Mediated Water Transport and Edema Regulation,Gap Junction Communication and Astrocyte Network Integration,0.0,0.08333333333333333,0.024999999999999998,0,2,2,False
Cluster_0,20251216_203354,20251216_214706,Aquaporin-Mediated Water Transport and Edema Regulation,Lipid Metabolism and Apolipoprotein-E Signaling,0.0,0.1,0.03,0,2,8,False
Cluster_0,20251216_203354,20251216_214706,Aquaporin-Mediated Water Transport and Edema Regulation,Reactive Astrocyte Transformation and Neuroinflammation,0.0,0.1,0.03,0,2,7,False
Cluster_0,20251216_203354,20251216_214706,Aquaporin-Mediated Water Transport and Edema Regulation,Calcium Signaling and Metabolic Adaptation,0.0,0.1,0.03,0,2,2,False
Cluster_0,20251216_203354,20251216_214706,Aquaporin-Mediated Water Transport and Edema Regulation,Transcriptional Control of Differentiation and Stem Cell Maintenance,0.0,0.07692307692307693,0.023076923076923078,0,2,5,False
Cluster_0,20251216_203354,20251216_214706,Aquaporin-Mediated Water Transport and Edema Regulation,Mitochondrial Quality Control and Senescence Prevention,0.0,0.09090909090909091,0.02727272727272727,0,2,2,False
Cluster_0,20251216_203354,20251216_214706,Aquaporin-Mediated Water Transport and Edema Regulation,Growth Factor Signaling and Metabolic Adaptation,0.0,0.09090909090909091,0.02727272727272727,0,2,7,False
Cluster_0,20251216_203354,20251216_214706,Ion Channel and Transporter Mediated Homeostasis,Ion Homeostasis and Intracellular Calcium Regulation,0.17647058823529413,0.3333333333333333,0.22352941176470587,3,12,8,False
Cluster_0,20251216_203354,20251216_214706,Ion Channel and Transporter Mediated Homeostasis,Glutamate Metabolism and Synaptic Homeostasis,0.3125,0.2222222222222222,0.28541666666666665,5,12,9,False
Cluster_0,20251216_203354,20251216_214706,Ion Channel and Transporter Mediated Homeostasis,Cytoskeletal Dynamics and Process Motility,0.0,0.1,0.03,0,12,11,False
Cluster_0,20251216_203354,20251216_214706,Ion Channel and Transporter Mediated Homeostasis,Cell Adhesion and Extracellular Matrix Interactions,0.0,0.09090909090909091,0.02727272727272727,0,12,10,False
Cluster_0,20251216_203354,20251216_214706,Ion Channel and Transporter Mediated Homeostasis,Gap Junction Communication and Astrocyte Network Integration,0.0,0.08333333333333333,0.024999999999999998,0,12,2,False
Cluster_0,20251216_203354,20251216_214706,Ion Channel and Transporter Mediated Homeostasis,Lipid Metabolism and Apolipoprotein-E Signaling,0.0,0.1,0.03,0,12,8,False
Cluster_0,20251216_203354,20251216_214706,Ion Channel and Transporter Mediated Homeostasis,Reactive Astrocyte Transformation and Neuroinflammation,0.0,0.1,0.03,0,12,7,False
Cluster_0,20251216_203354,20251216_214706,Ion Channel and Transporter Mediated Homeostasis,Calcium Signaling and Metabolic Adaptation,0.07692307692307693,0.1,0.08384615384615385,1,12,2,False
Cluster_0,20251216_203354,20251216_214706,Ion Channel and Transporter Mediated Homeostasis,Transcriptional Control of Differentiation and Stem Cell Maintenance,0.0,0.07692307692307693,0.023076923076923078,0,12,5,False
Cluster_0,20251216_203354,20251216_214706,Ion Channel and Transporter Mediated Homeostasis,Mitochondrial Quality Control and Senescence Prevention,0.0,0.09090909090909091,0.02727272727272727,0,12,2,False
Cluster_0,20251216_203354,20251216_214706,Ion Channel and Transporter Mediated Homeostasis,Growth Factor Signaling and Metabolic Adaptation,0.0,0.09090909090909091,0.02727272727272727,0,12,7,False
Cluster_0,20251216_203354,20251216_214706,"Cell Adhesion, Polarity, and Tight Junction Organization",Ion Homeostasis and Intracellular Calcium Regulation,0.0,0.08333333333333333,0.024999999999999998,0,8,8,False
Cluster_0,20251216_203354,20251216_214706,"Cell Adhesion, Polarity, and Tight Junction Organization",Glutamate Metabolism and Synaptic Homeostasis,0.0,0.09090909090909091,0.02727272727272727,0,8,9,False
Cluster_0,20251216_203354,20251216_214706,"Cell Adhesion, Polarity, and Tight Junction Organization",Cytoskeletal Dynamics and Process Motility,0.05555555555555555,0.09090909090909091,0.06616161616161616,1,8,11,False
Cluster_0,20251216_203354,20251216_214706,"Cell Adhesion, Polarity, and Tight Junction Organization",Cell Adhesion and Extracellular Matrix Interactions,0.2,0.18181818181818182,0.19454545454545452,3,8,10,False
Cluster_0,20251216_203354,20251216_214706,"Cell Adhesion, Polarity, and Tight Junction Organization",Gap Junction Communication and Astrocyte Network Integration,0.0,0.16666666666666666,0.049999999999999996,0,8,2,False
Cluster_0,20251216_203354,20251216_214706,"Cell Adhesion, Polarity, and Tight Junction Organization",Lipid Metabolism and Apolipoprotein-E Signaling,0.0,0.09090909090909091,0.02727272727272727,0,8,8,False
Cluster_0,20251216_203354,20251216_214706,"Cell Adhesion, Polarity, and Tight Junction Organization",Reactive Astrocyte Transformation and Neuroinflammation,0.0,0.09090909090909091,0.02727272727272727,0,8,7,False
Cluster_0,20251216_203354,20251216_214706,"Cell Adhesion, Polarity, and Tight Junction Organization",Calcium Signaling and Metabolic Adaptation,0.0,0.09090909090909091,0.02727272727272727,0,8,2,False
Cluster_0,20251216_203354,20251216_214706,"Cell Adhesion, Polarity, and Tight Junction Organization",Transcriptional Control of Differentiation and Stem Cell Maintenance,0.0,0.15384615384615385,0.046153846153846156,0,8,5,False
Cluster_0,20251216_203354,20251216_214706,"Cell Adhesion, Polarity, and Tight Junction Organization",Mitochondrial Quality Control and Senescence Prevention,0.0,0.08333333333333333,0.024999999999999998,0,8,2,False
Cluster_0,20251216_203354,20251216_214706,"Cell Adhesion, Polarity, and Tight Junction Organization",Growth Factor Signaling and Metabolic Adaptation,0.0,0.08333333333333333,0.024999999999999998,0,8,7,False
Cluster_0,20251216_203354,20251216_214706,Cytoskeletal Dynamics and Cell Migration,Ion Homeostasis and Intracellular Calcium Regulation,0.0,0.1,0.03,0,9,8,False
Cluster_0,20251216_203354,20251216_214706,Cytoskeletal Dynamics and Cell Migration,Glutamate Metabolism and Synaptic Homeostasis,0.0,0.1111111111111111,0.03333333333333333,0,9,9,False
Cluster_0,20251216_203354,20251216_214706,Cytoskeletal Dynamics and Cell Migration,Cytoskeletal Dynamics and Process Motility,0.42857142857142855,0.42857142857142855,0.42857142857142855,6,9,11,True
Cluster_0,20251216_203354,20251216_214706,Cytoskeletal Dynamics and Cell Migration,Cell Adhesion and Extracellular Matrix Interactions,0.0,0.2222222222222222,0.06666666666666667,0,9,10,False
Cluster_0,20251216_203354,20251216_214706,Cytoskeletal Dynamics and Cell Migration,Gap Junction Communication and Astrocyte Network Integration,0.0,0.09090909090909091,0.02727272727272727,0,9,2,False
Cluster_0,20251216_203354,20251216_214706,Cytoskeletal Dynamics and Cell Migration,Lipid Metabolism and Apolipoprotein-E Signaling,0.0,0.1111111111111111,0.03333333333333333,0,9,8,False
Cluster_0,20251216_203354,20251216_214706,Cytoskeletal Dynamics and Cell Migration,Reactive Astrocyte Transformation and Neuroinflammation,0.0,0.1111111111111111,0.03333333333333333,0,9,7,False
Cluster_0,20251216_203354,20251216_214706,Cytoskeletal Dynamics and Cell Migration,Calcium Signaling and Metabolic Adaptation,0.0,0.1111111111111111,0.03333333333333333,0,9,2,False
Cluster_0,20251216_203354,20251216_214706,Cytoskeletal Dynamics and Cell Migration,Transcriptional Control of Differentiation and Stem Cell Maintenance,0.0,0.18181818181818182,0.05454545454545454,0,9,5,False
Cluster_0,20251216_203354,20251216_214706,Cytoskeletal Dynamics and Cell Migration,Mitochondrial Quality Control and Senescence Prevention,0.0,0.1,0.03,0,9,2,False
Cluster_0,20251216_203354,20251216_214706,Cytoskeletal Dynamics and Cell Migration,Growth Factor Signaling and Metabolic Adaptation,0.0,0.1,0.03,0,9,7,False
Cluster_0,20251216_203354,20251216_214706,Receptor Tyrosine Kinase Signaling and Oncogenic Pathway Activation,Ion Homeostasis and Intracellular Calcium Regulation,0.0,0.07692307692307693,0.023076923076923078,0,4,8,False
Cluster_0,20251216_203354,20251216_214706,Receptor Tyrosine Kinase Signaling and Oncogenic Pathway Activation,Glutamate Metabolism and Synaptic Homeostasis,0.0,0.08333333333333333,0.024999999999999998,0,4,9,False
Cluster_0,20251216_203354,20251216_214706,Receptor Tyrosine Kinase Signaling and Oncogenic Pathway Activation,Cytoskeletal Dynamics and Process Motility,0.0,0.08333333333333333,0.024999999999999998,0,4,11,False
Cluster_0,20251216_203354,20251216_214706,Receptor Tyrosine Kinase Signaling and Oncogenic Pathway Activation,Cell Adhesion and Extracellular Matrix Interactions,0.0,0.07692307692307693,0.023076923076923078,0,4,10,False
Cluster_0,20251216_203354,20251216_214706,Receptor Tyrosine Kinase Signaling and Oncogenic Pathway Activation,Gap Junction Communication and Astrocyte Network Integration,0.0,0.07142857142857142,0.021428571428571425,0,4,2,False
Cluster_0,20251216_203354,20251216_214706,Receptor Tyrosine Kinase Signaling and Oncogenic Pathway Activation,Lipid Metabolism and Apolipoprotein-E Signaling,0.0,0.18181818181818182,0.05454545454545454,0,4,8,False
Cluster_0,20251216_203354,20251216_214706,Receptor Tyrosine Kinase Signaling and Oncogenic Pathway Activation,Reactive Astrocyte Transformation and Neuroinflammation,0.0,0.08333333333333333,0.024999999999999998,0,4,7,False
Cluster_0,20251216_203354,20251216_214706,Receptor Tyrosine Kinase Signaling and Oncogenic Pathway Activation,Calcium Signaling and Metabolic Adaptation,0.0,0.18181818181818182,0.05454545454545454,0,4,2,False
Cluster_0,20251216_203354,20251216_214706,Receptor Tyrosine Kinase Signaling and Oncogenic Pathway Activation,Transcriptional Control of Differentiation and Stem Cell Maintenance,0.0,0.06666666666666667,0.02,0,4,5,False
Cluster_0,20251216_203354,20251216_214706,Receptor Tyrosine Kinase Signaling and Oncogenic Pathway Activation,Mitochondrial Quality Control and Senescence Prevention,0.0,0.07692307692307693,0.023076923076923078,0,4,2,False
Cluster_0,20251216_203354,20251216_214706,Receptor Tyrosine Kinase Signaling and Oncogenic Pathway Activation,Growth Factor Signaling and Metabolic Adaptation,0.2222222222222222,0.16666666666666666,0.20555555555555552,2,4,7,False
Cluster_0,20251216_203354,20251216_214706,Lipid Metabolism and Membrane Composition Regulation,Ion Homeostasis and Intracellular Calcium Regulation,0.0,0.2,0.06,0,4,8,False
Cluster_0,20251216_203354,20251216_214706,Lipid Metabolism and Membrane Composition Regulation,Glutamate Metabolism and Synaptic Homeostasis,0.0,0.2222222222222222,0.06666666666666667,0,4,9,False
Cluster_0,20251216_203354,20251216_214706,Lipid Metabolism and Membrane Composition Regulation,Cytoskeletal Dynamics and Process Motility,0.0,0.1,0.03,0,4,11,False
Cluster_0,20251216_203354,20251216_214706,Lipid Metabolism and Membrane Composition Regulation,Cell Adhesion and Extracellular Matrix Interactions,0.0,0.09090909090909091,0.02727272727272727,0,4,10,False
Cluster_0,20251216_203354,20251216_214706,Lipid Metabolism and Membrane Composition Regulation,Gap Junction Communication and Astrocyte Network Integration,0.0,0.08333333333333333,0.024999999999999998,0,4,2,False
Cluster_0,20251216_203354,20251216_214706,Lipid Metabolism and Membrane Composition Regulation,Lipid Metabolism and Apolipoprotein-E Signaling,0.5,0.375,0.46249999999999997,4,4,8,True
Cluster_0,20251216_203354,20251216_214706,Lipid Metabolism and Membrane Composition Regulation,Reactive Astrocyte Transformation and Neuroinflammation,0.0,0.1,0.03,0,4,7,False
Cluster_0,20251216_203354,20251216_214706,Lipid Metabolism and Membrane Composition Regulation,Calcium Signaling and Metabolic Adaptation,0.0,0.1,0.03,0,4,2,False
Cluster_0,20251216_203354,20251216_214706,Lipid Metabolism and Membrane Composition Regulation,Transcriptional Control of Differentiation and Stem Cell Maintenance,0.0,0.07692307692307693,0.023076923076923078,0,4,5,False
Cluster_0,20251216_203354,20251216_214706,Lipid Metabolism and Membrane Composition Regulation,Mitochondrial Quality Control and Senescence Prevention,0.0,0.09090909090909091,0.02727272727272727,0,4,2,False
Cluster_0,20251216_203354,20251216_214706,Lipid Metabolism and Membrane Composition Regulation,Growth Factor Signaling and Metabolic Adaptation,0.0,0.09090909090909091,0.02727272727272727,0,4,7,False
Cluster_0,20251216_203354,20251216_214706,Metabolic Function and Mitochondrial Homeostasis,Ion Homeostasis and Intracellular Calcium Regulation,0.1,0.2222222222222222,0.13666666666666666,1,3,8,False
Cluster_0,20251216_203354,20251216_214706,Metabolic Function and Mitochondrial Homeostasis,Glutamate Metabolism and Synaptic Homeostasis,0.09090909090909091,0.25,0.1386363636363636,1,3,9,False
Cluster_0,20251216_203354,20251216_214706,Metabolic Function and Mitochondrial Homeostasis,Cytoskeletal Dynamics and Process Motility,0.0,0.1111111111111111,0.03333333333333333,0,3,11,False
Cluster_0,20251216_203354,20251216_214706,Metabolic Function and Mitochondrial Homeostasis,Cell Adhesion and Extracellular Matrix Interactions,0.0,0.1,0.03,0,3,10,False
Cluster_0,20251216_203354,20251216_214706,Metabolic Function and Mitochondrial Homeostasis,Gap Junction Communication and Astrocyte Network Integration,0.0,0.09090909090909091,0.02727272727272727,0,3,2,False
Cluster_0,20251216_203354,20251216_214706,Metabolic Function and Mitochondrial Homeostasis,Lipid Metabolism and Apolipoprotein-E Signaling,0.0,0.1111111111111111,0.03333333333333333,0,3,8,False
Cluster_0,20251216_203354,20251216_214706,Metabolic Function and Mitochondrial Homeostasis,Reactive Astrocyte Transformation and Neuroinflammation,0.0,0.1111111111111111,0.03333333333333333,0,3,7,False
Cluster_0,20251216_203354,20251216_214706,Metabolic Function and Mitochondrial Homeostasis,Calcium Signaling and Metabolic Adaptation,0.25,0.25,0.25,1,3,2,False
Cluster_0,20251216_203354,20251216_214706,Metabolic Function and Mitochondrial Homeostasis,Transcriptional Control of Differentiation and Stem Cell Maintenance,0.0,0.08333333333333333,0.024999999999999998,0,3,5,False
Cluster_0,20251216_203354,20251216_214706,Metabolic Function and Mitochondrial Homeostasis,Mitochondrial Quality Control and Senescence Prevention,0.0,0.2222222222222222,0.06666666666666667,0,3,2,False
Cluster_0,20251216_203354,20251216_214706,Metabolic Function and Mitochondrial Homeostasis,Growth Factor Signaling and Metabolic Adaptation,0.0,0.2222222222222222,0.06666666666666667,0,3,7,False
Cluster_0,20251216_203354,20251216_214706,Reactive Astrocyte Phenotype and Inflammatory Immune Signaling,Ion Homeostasis and Intracellular Calcium Regulation,0.0,0.08333333333333333,0.024999999999999998,0,3,8,False
Cluster_0,20251216_203354,20251216_214706,Reactive Astrocyte Phenotype and Inflammatory Immune Signaling,Glutamate Metabolism and Synaptic Homeostasis,0.0,0.09090909090909091,0.02727272727272727,0,3,9,False
Cluster_0,20251216_203354,20251216_214706,Reactive Astrocyte Phenotype and Inflammatory Immune Signaling,Cytoskeletal Dynamics and Process Motility,0.0,0.09090909090909091,0.02727272727272727,0,3,11,False
Cluster_0,20251216_203354,20251216_214706,Reactive Astrocyte Phenotype and Inflammatory Immune Signaling,Cell Adhesion and Extracellular Matrix Interactions,0.08333333333333333,0.08333333333333333,0.08333333333333333,1,3,10,False
Cluster_0,20251216_203354,20251216_214706,Reactive Astrocyte Phenotype and Inflammatory Immune Signaling,Gap Junction Communication and Astrocyte Network Integration,0.0,0.16666666666666666,0.049999999999999996,0,3,2,False
Cluster_0,20251216_203354,20251216_214706,Reactive Astrocyte Phenotype and Inflammatory Immune Signaling,Lipid Metabolism and Apolipoprotein-E Signaling,0.0,0.2,0.06,0,3,8,False
Cluster_0,20251216_203354,20251216_214706,Reactive Astrocyte Phenotype and Inflammatory Immune Signaling,Reactive Astrocyte Transformation and Neuroinflammation,0.25,0.3333333333333333,0.27499999999999997,2,3,7,False
Cluster_0,20251216_203354,20251216_214706,Reactive Astrocyte Phenotype and Inflammatory Immune Signaling,Calcium Signaling and Metabolic Adaptation,0.0,0.2,0.06,0,3,2,False
Cluster_0,20251216_203354,20251216_214706,Reactive Astrocyte Phenotype and Inflammatory Immune Signaling,Transcriptional Control of Differentiation and Stem Cell Maintenance,0.0,0.07142857142857142,0.021428571428571425,0,3,5,False
Cluster_0,20251216_203354,20251216_214706,Reactive Astrocyte Phenotype and Inflammatory Immune Signaling,Mitochondrial Quality Control and Senescence Prevention,0.0,0.08333333333333333,0.024999999999999998,0,3,2,False
Cluster_0,20251216_203354,20251216_214706,Reactive Astrocyte Phenotype and Inflammatory Immune Signaling,Growth Factor Signaling and Metabolic Adaptation,0.0,0.18181818181818182,0.05454545454545454,0,3,7,False
Cluster_0,20251216_203354,20251216_214706,Neuron-Glial Interaction and Synaptic Plasticity,Ion Homeostasis and Intracellular Calcium Regulation,0.125,0.1,0.1175,2,10,8,False
Cluster_0,20251216_203354,20251216_214706,Neuron-Glial Interaction and Synaptic Plasticity,Glutamate Metabolism and Synaptic Homeostasis,0.1875,0.25,0.20625,3,10,9,False
Cluster_0,20251216_203354,20251216_214706,Neuron-Glial Interaction and Synaptic Plasticity,Cytoskeletal Dynamics and Process Motility,0.0,0.1111111111111111,0.03333333333333333,0,10,11,False
Cluster_0,20251216_203354,20251216_214706,Neuron-Glial Interaction and Synaptic Plasticity,Cell Adhesion and Extracellular Matrix Interactions,0.0,0.1,0.03,0,10,10,False
Cluster_0,20251216_203354,20251216_214706,Neuron-Glial Interaction and Synaptic Plasticity,Gap Junction Communication and Astrocyte Network Integration,0.0,0.09090909090909091,0.02727272727272727,0,10,2,False
Cluster_0,20251216_203354,20251216_214706,Neuron-Glial Interaction and Synaptic Plasticity,Lipid Metabolism and Apolipoprotein-E Signaling,0.0,0.1111111111111111,0.03333333333333333,0,10,8,False
Cluster_0,20251216_203354,20251216_214706,Neuron-Glial Interaction and Synaptic Plasticity,Reactive Astrocyte Transformation and Neuroinflammation,0.0,0.1111111111111111,0.03333333333333333,0,10,7,False
Cluster_0,20251216_203354,20251216_214706,Neuron-Glial Interaction and Synaptic Plasticity,Calcium Signaling and Metabolic Adaptation,0.0,0.1111111111111111,0.03333333333333333,0,10,2,False
Cluster_0,20251216_203354,20251216_214706,Neuron-Glial Interaction and Synaptic Plasticity,Transcriptional Control of Differentiation and Stem Cell Maintenance,0.0,0.08333333333333333,0.024999999999999998,0,10,5,False
Cluster_0,20251216_203354,20251216_214706,Neuron-Glial Interaction and Synaptic Plasticity,Mitochondrial Quality Control and Senescence Prevention,0.0,0.1,0.03,0,10,2,False
Cluster_0,20251216_203354,20251216_214706,Neuron-Glial Interaction and Synaptic Plasticity,Growth Factor Signaling and Metabolic Adaptation,0.13333333333333333,0.1,0.12333333333333332,2,10,7,False
Cluster_1,20251216_203928,20251216_215242,Acute Neuroinflammatory Activation,Reactive Astrocyte Phenotype and Identity,0.0,0.0,0.0,0,16,3,False
Cluster_1,20251216_203928,20251216_215242,Acute Neuroinflammatory Activation,STAT3-IL6 Inflammatory Signaling Axis,0.2631578947368421,0.0,0.18421052631578946,5,16,8,False
Cluster_1,20251216_203928,20251216_215242,Acute Neuroinflammatory Activation,Extracellular Matrix Remodeling and Integrin-Mediated Signaling,0.0,0.0,0.0,0,16,12,False
Cluster_1,20251216_203928,20251216_215242,Acute Neuroinflammatory Activation,AP-1 Transcription Factor-Driven Stress Response,0.3684210526315789,0.0,0.25789473684210523,7,16,10,False
Cluster_1,20251216_203928,20251216_215242,Acute Neuroinflammatory Activation,Metabolic Reprogramming and Glycolytic Enhancement,0.0,0.0,0.0,0,16,5,False
Cluster_1,20251216_203928,20251216_215242,Acute Neuroinflammatory Activation,Neurodegeneration-Associated Pathways and Chronic Astrocyte Dysfunction,0.0,0.0,0.0,0,16,5,False
Cluster_1,20251216_203928,20251216_215242,Acute Neuroinflammatory Activation,Cellular Senescence and Senescence-Associated Secretory Phenotype,0.07692307692307693,0.0,0.05384615384615385,2,16,12,False
Cluster_1,20251216_203928,20251216_215242,Extracellular Matrix Remodeling and Microenvironment Sculpting,Reactive Astrocyte Phenotype and Identity,0.0,0.1,0.03,0,12,3,False
Cluster_1,20251216_203928,20251216_215242,Extracellular Matrix Remodeling and Microenvironment Sculpting,STAT3-IL6 Inflammatory Signaling Axis,0.0,0.0,0.0,0,12,8,False
Cluster_1,20251216_203928,20251216_215242,Extracellular Matrix Remodeling and Microenvironment Sculpting,Extracellular Matrix Remodeling and Integrin-Mediated Signaling,0.2631578947368421,0.5,0.33421052631578946,5,12,12,True
Cluster_1,20251216_203928,20251216_215242,Extracellular Matrix Remodeling and Microenvironment Sculpting,AP-1 Transcription Factor-Driven Stress Response,0.0,0.0,0.0,0,12,10,False
Cluster_1,20251216_203928,20251216_215242,Extracellular Matrix Remodeling and Microenvironment Sculpting,Metabolic Reprogramming and Glycolytic Enhancement,0.0,0.1,0.03,0,12,5,False
Cluster_1,20251216_203928,20251216_215242,Extracellular Matrix Remodeling and Microenvironment Sculpting,Neurodegeneration-Associated Pathways and Chronic Astrocyte Dysfunction,0.0,0.09090909090909091,0.02727272727272727,0,12,5,False
Cluster_1,20251216_203928,20251216_215242,Extracellular Matrix Remodeling and Microenvironment Sculpting,Cellular Senescence and Senescence-Associated Secretory Phenotype,0.0,0.09090909090909091,0.02727272727272727,0,12,12,False
Cluster_1,20251216_203928,20251216_215242,Oxidative Stress Response and Antioxidant Defense,Reactive Astrocyte Phenotype and Identity,0.0,0.1,0.03,0,6,3,False
Cluster_1,20251216_203928,20251216_215242,Oxidative Stress Response and Antioxidant Defense,STAT3-IL6 Inflammatory Signaling Axis,0.0,0.0,0.0,0,6,8,False
Cluster_1,20251216_203928,20251216_215242,Oxidative Stress Response and Antioxidant Defense,Extracellular Matrix Remodeling and Integrin-Mediated Signaling,0.0,0.09090909090909091,0.02727272727272727,0,6,12,False
Cluster_1,20251216_203928,20251216_215242,Oxidative Stress Response and Antioxidant Defense,AP-1 Transcription Factor-Driven Stress Response,0.14285714285714285,0.2222222222222222,0.16666666666666666,2,6,10,False
Cluster_1,20251216_203928,20251216_215242,Oxidative Stress Response and Antioxidant Defense,Metabolic Reprogramming and Glycolytic Enhancement,0.2222222222222222,0.1,0.18555555555555553,2,6,5,False
Cluster_1,20251216_203928,20251216_215242,Oxidative Stress Response and Antioxidant Defense,Neurodegeneration-Associated Pathways and Chronic Astrocyte Dysfunction,0.0,0.09090909090909091,0.02727272727272727,0,6,5,False
Cluster_1,20251216_203928,20251216_215242,Oxidative Stress Response and Antioxidant Defense,Cellular Senescence and Senescence-Associated Secretory Phenotype,0.2,0.09090909090909091,0.16727272727272727,3,6,12,False
Cluster_1,20251216_203928,20251216_215242,Cytoskeletal Reorganization and Cell Migration,Reactive Astrocyte Phenotype and Identity,0.06666666666666667,0.1111111111111111,0.07999999999999999,1,13,3,False
Cluster_1,20251216_203928,20251216_215242,Cytoskeletal Reorganization and Cell Migration,STAT3-IL6 Inflammatory Signaling Axis,0.0,0.0,0.0,0,13,8,False
Cluster_1,20251216_203928,20251216_215242,Cytoskeletal Reorganization and Cell Migration,Extracellular Matrix Remodeling and Integrin-Mediated Signaling,0.3157894736842105,0.1,0.2510526315789473,6,13,12,False
Cluster_1,20251216_203928,20251216_215242,Cytoskeletal Reorganization and Cell Migration,AP-1 Transcription Factor-Driven Stress Response,0.0,0.0,0.0,0,13,10,False
Cluster_1,20251216_203928,20251216_215242,Cytoskeletal Reorganization and Cell Migration,Metabolic Reprogramming and Glycolytic Enhancement,0.0,0.1111111111111111,0.03333333333333333,0,13,5,False
Cluster_1,20251216_203928,20251216_215242,Cytoskeletal Reorganization and Cell Migration,Neurodegeneration-Associated Pathways and Chronic Astrocyte Dysfunction,0.058823529411764705,0.1,0.07117647058823529,1,13,5,False
Cluster_1,20251216_203928,20251216_215242,Cytoskeletal Reorganization and Cell Migration,Cellular Senescence and Senescence-Associated Secretory Phenotype,0.0,0.1,0.03,0,13,12,False
Cluster_1,20251216_203928,20251216_215242,Pan-Reactive Astrocyte Marker Expression,Reactive Astrocyte Phenotype and Identity,0.3333333333333333,0.125,0.2708333333333333,2,5,3,False
Cluster_1,20251216_203928,20251216_215242,Pan-Reactive Astrocyte Marker Expression,STAT3-IL6 Inflammatory Signaling Axis,0.0,0.0,0.0,0,5,8,False
Cluster_1,20251216_203928,20251216_215242,Pan-Reactive Astrocyte Marker Expression,Extracellular Matrix Remodeling and Integrin-Mediated Signaling,0.0,0.0,0.0,0,5,12,False
Cluster_1,20251216_203928,20251216_215242,Pan-Reactive Astrocyte Marker Expression,AP-1 Transcription Factor-Driven Stress Response,0.0,0.0,0.0,0,5,10,False
Cluster_1,20251216_203928,20251216_215242,Pan-Reactive Astrocyte Marker Expression,Metabolic Reprogramming and Glycolytic Enhancement,0.0,0.0,0.0,0,5,5,False
Cluster_1,20251216_203928,20251216_215242,Pan-Reactive Astrocyte Marker Expression,Neurodegeneration-Associated Pathways and Chronic Astrocyte Dysfunction,0.1111111111111111,0.1111111111111111,0.1111111111111111,1,5,5,False
